concept,type,abstract
GovernmentGuaranteedMortgageLoansUponForeclosureReceivableMember,domainItemType,true
SecuritiesLoanedAndSecuritiesSoldUnderAgreementToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangementAbstract,stringItemType,true
AverageCollectedCashBalancesWithCommercialBanksFederalHomeLoanBank,monetaryItemType,false
CashPassThroughReserveFederalHomeLoanBank,monetaryItemType,false
EntityLoanModificationProgramMember,domainItemType,true
LoansInsuredOrGuaranteedByGovernmentAuthoritiesAxis,stringItemType,true
LoansInsuredOrGuaranteedByGovernmentAuthoritiesDomain,domainItemType,true
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldMovementScheduleTable,stringItemType,true
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesNotAccountedForUsingIncomeRecognitionModelTable,stringItemType,true
HeldtomaturitySecuritiesDebtMaturitiesAmortizedCostRollingMaturityAbstract,stringItemType,true
HeldtomaturitySecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostRollingMaturityAbstract,stringItemType,true
HeldtomaturitySecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCost,monetaryItemType,false
HeldtomaturitySecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCost,monetaryItemType,false
HeldtomaturitySecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCost,monetaryItemType,false
HeldtomaturitySecuritiesDebtMaturitiesRollingAfterTenYearsAmortizedCost,monetaryItemType,false
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesNotAccountedForUsingIncomeRecognitionModelLineItems,stringItemType,true
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldMovementScheduleLineItems,stringItemType,true
LoansInsuredOrGuaranteedByUsGovernmentAuthoritiesMember,domainItemType,true
LoansInsuredOrGuaranteedByNonUsGovernmentAuthoritiesMember,domainItemType,true
GovernmentNationalMortgageAssociationGnmaInsuredLoansMember,domainItemType,true
FederalNationalMortgageAssociationFnmaInsuredLoansMember,domainItemType,true
FederalHomeLoanMortgageCorporationFhlmcInsuredLoansMember,domainItemType,true
FederalFamilyEducationLoanProgramFfelpGuaranteedLoansMember,domainItemType,true
UsGovernmentAgencyInsuredLoansMember,domainItemType,true
UsGovernmentInsuredLoanProgramMember,domainItemType,true
UsGovernmentSponsoredEnterpriseInsuredLoansMember,domainItemType,true
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,monetaryItemType,false
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNetAbstract,stringItemType,true
LongtermDebtAndCapitalLeaseObligationsNetAlternativeAbstract,stringItemType,true
DebtInstrumentUnamortizedDiscountCurrent,monetaryItemType,false
DebtInstrumentUnamortizedDiscountNoncurrent,monetaryItemType,false
DebtInstrumentUnamortizedDiscountAbstract,stringItemType,true
DebtInstrumentUnamortizedPremiumAbstract,stringItemType,true
DebtInstrumentUnamortizedPremiumCurrent,monetaryItemType,false
DebtInstrumentUnamortizedPremiumNoncurrent,monetaryItemType,false
DebtIssuanceCostsNetAlternativeAbstract,stringItemType,true
DebtIssuanceCostsLineOfCreditArrangementsNet,monetaryItemType,false
DebtIssuanceCostsLineOfCreditArrangementsGross,monetaryItemType,false
AccumulatedAmortizationOfDebtIssuanceCostsLineOfCreditArrangements,monetaryItemType,false
DebtIssuanceCostsLineOfCreditArrangementsNetAbstract,stringItemType,true
RetailLandSalesReceivablesStatedInterestRate,percentItemType,false
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,monetaryItemType,false
TimesharingTransactionsStatedInterestRateForNotesReceivable,percentItemType,false
LiabilityForPolicyholderContractDepositsInterestRate,percentItemType,false
LiabilityForFuturePolicyBenefitsInterestRate,percentItemType,false
LoansAndLeasesReceivableRelatedPartiesProceeds,monetaryItemType,false
RealEstateInventoryCapitalizedInterestCostsCostOfSales1,monetaryItemType,false
LoansAndLeasesReceivableBeforeFeesGross,monetaryItemType,false
LoansAndLeasesReceivableDisclosureTable,stringItemType,true
LoansAndLeasesReceivableDisclosureLineItems,stringItemType,true
LoansAndLeasesReceivableBeforeFeesGrossAbstract,stringItemType,true
FederalHomeLoanBankLeverageRatioActual1,percentItemType,false
DebtInstrumentConvertibleThresholdConsecutiveTradingDays1,integerItemType,false
ShortTermDebtWeightedAverageInterestRateOverTime,percentItemType,false
LongTermDebtWeightedAverageInterestRateOverTime,percentItemType,false
FinanceLeaseInterestExpense,monetaryItemType,false
DefinedBenefitPlanNetPeriodicBenefitCostCreditInterestCostStatementOfIncomeOrComprehensiveIncomeExtensibleList,enumerationSetItemType,false
SecuritiesLoanedCounterpartyNameExtensibleList,enumerationSetItemType,false
MeasurementInputRiskFreeInterestRateMember,domainItemType,true
DebtInstrumentMeasurementInput,decimalItemType,false
LoansHeldForSaleMeasurementInput,decimalItemType,false
DebtInstrumentChangeInValuationTechnique,booleanItemType,false
DebtInstrumentChangeInValuationTechniqueReasonExtensibleList,enumerationSetItemType,false
DebtInstrumentMeasurementInputExtensibleList,enumerationSetItemType,false
DebtInstrumentValuationTechniqueExtensibleList,enumerationSetItemType,false
LoansHeldForSaleChangeInValuationTechnique,booleanItemType,false
LoansHeldForSaleChangeInValuationTechniqueReasonExtensibleList,enumerationSetItemType,false
LoansHeldForSaleMeasurementInputExtensibleList,enumerationSetItemType,false
LoansHeldForSaleValuationTechniqueExtensibleList,enumerationSetItemType,false
DebtConversionConvertedInstrumentExpirationOrDueDateYear,gYearListItemType,false
DebtConversionConvertedInstrumentIssuanceDateYear,gYearListItemType,false
DebtConversionOriginalDebtDueDateOfDebtYear,gYearListItemType,false
DebtConversionOriginalDebtIssuanceDateOfDebtYear,gYearListItemType,false
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresDueDate,gYearListItemType,false
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresDueDateEarliest,gYearListItemType,false
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresDueDateLast,gYearListItemType,false
FederalHomeLoanBankAdvancesBranchOfFHLBBankDueDate,gYearListItemType,false
FederalHomeLoanBankAdvancesBranchOfFHLBBankDueDateEarliest,gYearListItemType,false
FederalHomeLoanBankAdvancesBranchOfFHLBBankDueDateLast,gYearListItemType,false
DebtInstrumentConvertibleConversionPriceDecrease,perShareItemType,false
DebtInstrumentConvertibleConversionPriceIncrease,perShareItemType,false
DebtSecuritiesFairValueByFairValueHierarchyLevelExtensibleList,enumerationSetItemType,false
DebtAndEquitySecuritiesFairValueByFairValueHierarchyLevelExtensibleList,enumerationSetItemType,false
DebtInstrumentFairValueByFairValueHierarchyLevelExtensibleList,enumerationSetItemType,false
ConvertibleDebtFairValueByFairValueHierarchyLevelExtensibleList,enumerationSetItemType,false
DebtSecuritiesMaturityAllocationAverageRemainingLifeMember,domainItemType,true
DebtSecuritiesMaturityAllocationExpectedMaturityMember,domainItemType,true
DebtSecuritiesMaturityAllocationContractualMaturityMember,domainItemType,true
DebtSecuritiesAvailableForSaleTableTextBlock,textBlockItemType,false
DebtSecuritiesHeldToMaturityMaturityAllocationExtensibleList,enumerationSetItemType,false
DebtSecuritiesAvailableForSaleCostOfSecuritySoldMethodExtensibleList,enumerationSetItemType,false
DebtSecuritiesAvailableForSaleMaturityAllocationExtensibleList,enumerationSetItemType,false
DebtSecuritiesAvailableForSaleGainLossAbstract,stringItemType,true
DebtSecuritiesUnrealizedGainLossAbstract,stringItemType,true
DebtSecuritiesRealizedGainLossAbstract,stringItemType,true
DebtSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairmentAbstract,stringItemType,true
DebtSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairmentAbstract,stringItemType,true
DebtAndEquitySecuritiesGainLossAlternativeAbstract,stringItemType,true
DebtAndEquitySecuritiesUnrealizedGainLossAbstract,stringItemType,true
DebtSecuritiesAvailableForSaleCostOfSecuritySoldMethodAbstract,stringItemType,true
IncreaseDecreaseInDebtSecuritiesTrading,monetaryItemType,false
DebtSecuritiesTradingUnrealizedGainLoss,monetaryItemType,false
DebtSecuritiesTradingUnrealizedGain,monetaryItemType,false
DebtSecuritiesTradingRealizedGain,monetaryItemType,false
DebtSecuritiesTradingRealizedGainLoss,monetaryItemType,false
DebtSecuritiesTradingGainLoss,monetaryItemType,false
DebtSecuritiesUnrealizedGainLoss,monetaryItemType,false
DebtSecuritiesRealizedGainLoss,monetaryItemType,false
DebtSecuritiesGainLoss,monetaryItemType,false
DebtSecuritiesAvailableForSaleRealizedGain,monetaryItemType,false
DebtSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairment,monetaryItemType,false
DebtAndEquitySecuritiesGainLossExcludingOtherThanTemporaryImpairmentLoss,monetaryItemType,false
DebtAndEquitySecuritiesGainLoss,monetaryItemType,false
DebtSecuritiesHeldToMaturitySoldDerivativeHedgeGainLoss,monetaryItemType,false
DebtSecuritiesTradingUnrealizedLoss,monetaryItemType,false
DebtSecuritiesTradingRealizedLoss,monetaryItemType,false
OtherThanTemporaryImpairmentLossDebtSecuritiesAvailableForSaleRecognizedInEarnings,monetaryItemType,false
OtherThanTemporaryImpairmentLossDebtSecuritiesAvailableForSale,monetaryItemType,false
OtherThanTemporaryImpairmentLossDebtSecuritiesPortionRecognizedInEarnings,monetaryItemType,false
DebtSecuritiesAvailableForSaleAndHeldToMaturity,monetaryItemType,false
DebtSecurities,monetaryItemType,false
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,monetaryItemType,false
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,monetaryItemType,false
DebtSecuritiesTradingRestricted,monetaryItemType,false
DebtSecuritiesMaturityAllocationDomain,domainItemType,true
DebtSecuritiesAvailableForSaleRealizedLoss,monetaryItemType,false
DebtSecuritiesAvailableForSaleRealizedGainLoss,monetaryItemType,false
DebtSecuritiesAvailableForSaleRealizedGainLossExcludingOtherThanTemporaryImpairment,monetaryItemType,false
DebtSecuritiesAvailableForSaleRealizedLossExcludingOtherThanTemporaryImpairment,monetaryItemType,false
DebtSecuritiesAvailableForSaleGainLoss,monetaryItemType,false
DefinedBenefitPlanDebtSecurityMember,domainItemType,true
DebtSecuritiesTradingRestrictedAbstract,stringItemType,true
DebtSecuritiesTradingRestrictionTypeExtensibleList,enumerationSetItemType,false
DebtSecuritiesAvailableForSaleAccumulatedGrossUnrealizedGainLossBeforeTax,monetaryItemType,false
InterestIncomeDebtSecuritiesTradingOperating,monetaryItemType,false
InterestIncomeDebtSecuritiesAvailableForSaleOperating,monetaryItemType,false
InterestIncomeDebtSecuritiesOperating,monetaryItemType,false
DebtAndEquitySecuritiesGainLossAbstract,stringItemType,true
DebtAndEquitySecuritiesUnrealizedGainLoss,monetaryItemType,false
DebtAndEquitySecuritiesRealizedGainLossAbstract,stringItemType,true
DebtAndEquitySecuritiesRealizedGainLoss,monetaryItemType,false
DebtSecuritiesGainLossAlternativeAbstract,stringItemType,true
DebtAndEquitySecuritiesGainLossExcludingImpairmentLossAbstract,stringItemType,true
DebtSecuritiesCurrentAbstract,stringItemType,true
DebtSecuritiesCurrent,monetaryItemType,false
DebtSecuritiesNoncurrentAbstract,stringItemType,true
DebtSecuritiesNoncurrent,monetaryItemType,false
DebtSecuritiesAbstract,stringItemType,true
InterestIncomeDebtSecuritiesOperatingAbstract,stringItemType,true
DebtSecuritiesAvailableForSaleMeasurementInput,decimalItemType,false
DebtSecuritiesTradingMeasurementInput,decimalItemType,false
DebtSecuritiesAvailableForSaleValuationTechniqueExtensibleList,enumerationSetItemType,false
DebtSecuritiesAvailableForSaleMeasurementInputExtensibleList,enumerationSetItemType,false
DebtSecuritiesTradingValuationTechniqueExtensibleList,enumerationSetItemType,false
DebtSecuritiesTradingMeasurementInputExtensibleList,enumerationSetItemType,false
DebtSecuritiesAvailableForSaleChangeInValuationTechnique,booleanItemType,false
DebtSecuritiesAvailableForSaleChangeInValuationTechniqueReasonExtensibleList,enumerationSetItemType,false
DebtSecuritiesTradingChangeInValuationTechnique,booleanItemType,false
DebtSecuritiesTradingChangeInValuationTechniqueReasonExtensibleList,enumerationSetItemType,false
DebtSecuritiesHeldToMaturityRestrictedExtensibleList,enumerationSetItemType,false
DebtSecuritiesTradingFairValueByFairValueHierarchyLevelExtensibleList,enumerationSetItemType,false
LongTermDebtMeasurementInputExtensibleList,enumerationSetItemType,false
LongTermDebtValuationTechniqueExtensibleList,enumerationSetItemType,false
LongTermDebtChangeInValuationTechniqueReasonExtensibleList,enumerationSetItemType,false
DebtInstrumentTypeExtensibleList,enumerationSetItemType,false
LoansHeldForSaleTypeExtensibleList,enumerationSetItemType,false
DebtSecuritiesHeldToMaturityRollingMaturityWeightedAverageYieldAbstract,stringItemType,true
DebtSecuritiesHeldToMaturityMaturityRollingWithinOneYearWeightedAverageYield,percentItemType,false
DebtSecuritiesHeldToMaturityMaturityRollingAfterOneThroughFiveYearsWeightedAverageYield,percentItemType,false
DebtSecuritiesHeldToMaturityMaturityRollingAfterTenYearsWeightedAverageYield,percentItemType,false
DebtSecuritiesAvailableForSaleRollingMaturityWeightedAverageYieldAbstract,stringItemType,true
DebtSecuritiesAvailableForSaleMaturityRollingWithinOneYearWeightedAverageYield,percentItemType,false
DebtSecuritiesAvailableForSaleMaturityRollingAfterOneThroughFiveYearsWeightedAverageYield,percentItemType,false
DebtSecuritiesHeldToMaturityMaturityWeightedAverageYieldAbstract,stringItemType,true
DebtSecuritiesHeldToMaturityMaturityWithinOneYearWeightedAverageYield,percentItemType,false
DebtSecuritiesHeldToMaturityMaturityAfterOneThroughFiveYearsWeightedAverageYield,percentItemType,false
DebtSecuritiesAvailableForSaleMaturityWeightedAverageYieldAbstract,stringItemType,true
DebtSecuritiesAvailableForSaleMaturityWithinOneYearWeightedAverageYield,percentItemType,false
DebtSecuritiesAvailableForSaleMaturityAfterOneThroughFiveYearsWeightedAverageYield,percentItemType,false
LongTermDebtFairValueByFairValueHierarchyLevelExtensibleList,enumerationSetItemType,false
DebtSecuritiesTradingTypeExtensibleList,enumerationSetItemType,false
DebtSecuritiesHeldToMaturityTypeExtensibleList,enumerationSetItemType,false
DebtSecuritiesTradingAndEquitySecuritiesFvNiCostAbstract,stringItemType,true
ContinuingCareRetirementCommunitiesObligationForFutureServiceInterestRate,percentItemType,false
DefinedBenefitPlanDebtSecurityCorporateJapanMember,domainItemType,true
DefinedBenefitPlanDebtSecurityCorporateNonJapanMember,domainItemType,true
DebtSecuritiesAvailableForSaleRestricted,monetaryItemType,false
DebtSecuritiesAvailableForSaleRestrictionTypeExtensibleList,enumerationSetItemType,false
LoansHeldForSaleFairValueByFairValueHierarchyLevelExtensibleList,enumerationSetItemType,false
NonConvertibleDebtFairValueByFairValueHierarchyLevelExtensibleList,enumerationSetItemType,false
LongTermDebtMeasurementInput,decimalItemType,false
DebtSecuritiesAvailableForSaleTable,stringItemType,true
DebtSecuritiesAvailableForSaleUnrealizedGainLoss,monetaryItemType,false
DebtSecuritiesAvailableForSaleRestrictedAbstract,stringItemType,true
DebtAndEquitySecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairmentAbstract,stringItemType,true
DebtAndEquitySecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairment,monetaryItemType,false
DebtAndEquitySecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairmentAbstract,stringItemType,true
DebtSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairment,monetaryItemType,false
DebtAndEquitySecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairment,monetaryItemType,false
DebtSecuritiesAvailableForSaleAndHeldToMaturityAbstract,stringItemType,true
DebtSecuritiesAvailableForSaleFairValueByFairValueHierarchyLevelExtensibleList,enumerationSetItemType,false
DebtSecuritiesHeldToMaturitySoldAmount,monetaryItemType,false
DebtSecuritiesAvailableForSaleCostOfSecuritySoldOrTransferredMethodSpecificIdentificationMember,domainItemType,true
DebtSecuritiesAvailableForSaleCostOfSecuritySoldOrTransferredMethodAverageCostMember,domainItemType,true
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsNumberOfPositions,integerItemType,false
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerNumberOfPositions,integerItemType,false
DebtSecuritiesAvailableForSaleTransferToTradingGainLoss,monetaryItemType,false
DebtSecuritiesAvailableForSaleTransferToTradingGain,monetaryItemType,false
DebtSecuritiesHeldToMaturityTransferDerivativeHedgeGainLoss,monetaryItemType,false
DebtSecuritiesAvailableForSaleTransferToTradingLoss,monetaryItemType,false
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months,monetaryItemType,false
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,monetaryItemType,false
DebtSecuritiesAvailableForSaleMaturityRollingAfter10YearsWeightedAverageYield,percentItemType,false
DebtSecuritiesHeldToMaturityMaturityAfter10YearsWeightedAverageYield,percentItemType,false
DebtSecuritiesAvailableForSaleMaturityAfter10YearsWeightedAverageYield,percentItemType,false
DebtSecuritiesAvailableForSaleTerm,durationItemType,false
DebtSecuritiesAvailableForSaleMaturityDate,dateItemType,false
LoansHeldForSaleTerm,durationItemType,false
LoansHeldForSaleMaturityDate,dateItemType,false
LongTermDebtTerm,durationItemType,false
LongTermDebtMaturityDate,dateItemType,false
DebtSecuritiesAvailableForSaleTypeExtensibleList,enumerationSetItemType,false
DebtSecuritiesGainLossExcludingOtti,monetaryItemType,false
DebtSecuritiesGainLossExcludingOttiAbstract,stringItemType,true
SecSchedule1229RealEstateCompaniesInvestmentInMortgageLoansOnRealEstateTransactionWithAffiliateAmount,monetaryItemType,false
DebtSecuritiesAvailableForSaleCostOfSecurityTransferredMethodExtensibleList,enumerationSetItemType,false
LongTermDebtChangeInValuationTechnique,booleanItemType,false
DebtSecuritiesAvailableForSaleMaturityAfterFiveThroughTenYearsWeightedAverageYield,percentItemType,false
DebtSecuritiesAvailableForSaleMaturityRollingAfterFiveThroughTenYearsWeightedAverageYield,percentItemType,false
DebtSecuritiesHeldToMaturityMaturityAfterFiveThroughTenYearsWeightedAverageYield,percentItemType,false
DebtSecuritiesHeldToMaturityMaturityRollingAfterFiveThroughTenYearsWeightedAverageYield,percentItemType,false
DebtSecuritiesAvailableForSaleUnrealizedLossPosition,monetaryItemType,false
DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,monetaryItemType,false
DebtSecuritiesAvailableForSaleUnrealizedLossPositionFairValueTableTextBlock,textBlockItemType,false
DebtSecuritiesAvailableForSaleUnrealizedLossPositionNumberOfPositions,integerItemType,false
DebtSecuritiesTradingAndAvailableForSale,monetaryItemType,false
DebtSecuritiesHeldToMaturityDerivativeCumulativeGain,monetaryItemType,false
DebtSecuritiesHeldToMaturityDerivativeCumulativeGainLoss,monetaryItemType,false
DebtSecuritiesHeldToMaturityDerivativeCumulativeLoss,monetaryItemType,false
DebtSecuritiesTradingAndEquitySecuritiesFvNiCost,monetaryItemType,false
DebtSecuritiesHeldToMaturityTransferAmount,monetaryItemType,false
DebtSecuritiesTradingAndEquitySecuritiesFvNiAbstract,stringItemType,true
DebtSecuritiesTradingAndAvailableForSaleAbstract,stringItemType,true
LiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitInterestExpense,monetaryItemType,false
LiabilityForFuturePolicyBenefitInterestExpense,monetaryItemType,false
MarketRiskBenefitIncreaseDecreaseFromInterestRateChange,monetaryItemType,false
MarketRiskBenefitInterestExpense,monetaryItemType,false
SeparateAccountDebtSecurityMember,domainItemType,true
FinancingReceivableLoanInProcess,monetaryItemType,false
DebtSecuritiesHeldToMaturityChangeInMethodCreditLossExpenseReversal,monetaryItemType,false
DebtSecuritiesHeldToMaturityPurchase,monetaryItemType,false
FinancingReceivableTroubledDebtRestructuringIncreaseDecreaseFromModification,monetaryItemType,false
DebtSecuritiesAvailableForSaleUnrealizedLossPositionFairValueTable,stringItemType,true
DebtSecuritiesHeldToMaturityCreditQualityIndicatorTable,stringItemType,true
DebtSecuritiesHeldToMaturityCreditQualityIndicatorTableTextBlock,textBlockItemType,false
DebtSecuritiesHeldToMaturityCreditQualityIndicatorLineItems,stringItemType,true
DebtSecuritiesHeldToMaturityCreditQualityIndicatorUpdateFrequencyExtensibleList,enumerationSetItemType,false
DebtSecuritiesHeldToMaturityCreditQualityIndicatorDateUpdated,dateItemType,false
DebtSecuritiesHeldToMaturityOriginatedInCurrentFiscalYear,monetaryItemType,false
DebtSecuritiesHeldToMaturityChangeInPresentValueExpenseReversal,monetaryItemType,false
DebtSecuritiesHeldToMaturityChangeInPresentValueInterestIncome,monetaryItemType,false
DebtSecuritiesHeldToMaturityAllowanceForCreditLossTableTextBlock,textBlockItemType,false
DebtSecuritiesHeldToMaturityAllowanceForCreditLossTable,stringItemType,true
DebtSecuritiesHeldToMaturityAllowanceForCreditLossRollForward,stringItemType,true
DebtSecuritiesHeldToMaturityAllowanceForCreditLossPeriodIncreaseDecrease,monetaryItemType,false
DebtSecuritiesHeldToMaturityAllowanceForCreditLoss,monetaryItemType,false
DebtSecuritiesHeldToMaturityAllowanceForCreditLossCurrent,monetaryItemType,false
DebtSecuritiesHeldToMaturityAllowanceForCreditLossNoncurrent,monetaryItemType,false
DebtSecuritiesHeldToMaturityCreditLossExpenseReversal,monetaryItemType,false
DebtSecuritiesHeldToMaturityAllowanceForCreditLossRecovery,monetaryItemType,false
DebtSecuritiesHeldToMaturityThresholdPeriodPastDue,durationItemType,false
DebtSecuritiesHeldToMaturityPastDueTableTextBlock,textBlockItemType,false
DebtSecuritiesHeldToMaturityPastDueTable,stringItemType,true
DebtSecuritiesHeldToMaturityPastDueLineItems,stringItemType,true
DebtSecuritiesHeldToMaturityNonaccrualLineItems,stringItemType,true
DebtSecuritiesHeldToMaturityNonaccrualTable,stringItemType,true
DebtSecuritiesHeldToMaturityNonaccrual,monetaryItemType,false
DebtSecuritiesHeldToMaturityNonaccrualInterestIncome,monetaryItemType,false
DebtSecuritiesHeldToMaturityNonaccrualNoAllowance,monetaryItemType,false
DebtSecuritiesHeldToMaturityPurchasedWithCreditDeteriorationAmountAtPurchasePrice,monetaryItemType,false
DebtSecuritiesHeldToMaturityPurchasedWithCreditDeteriorationDiscountPremium,monetaryItemType,false
DebtSecuritiesHeldToMaturityPurchasedWithCreditDeteriorationAmountAtParValue,monetaryItemType,false
DebtSecuritiesAvailableForSaleAmortizedCostCurrent,monetaryItemType,false
DebtSecuritiesAvailableForSaleAmortizedCostNoncurrent,monetaryItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossCurrent,monetaryItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossNoncurrent,monetaryItemType,false
AociDebtSecuritiesAvailableForSaleWithAllowanceForCreditLossCumulativeGainLossAfterTax,monetaryItemType,false
AociDebtSecuritiesAvailableForSaleWithoutAllowanceForCreditLossCumulativeGainLossAfterTax,monetaryItemType,false
DebtSecuritiesAvailableForSaleChangeInPresentValueExpenseReversal,monetaryItemType,false
DebtSecuritiesAvailableForSaleChangeInPresentValueInterestIncome,monetaryItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossTableTextBlock,textBlockItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossTable,stringItemType,true
DebtSecuritiesAvailableForSaleAllowanceForCreditLossRollForward,stringItemType,true
DebtSecuritiesAvailableForSaleAllowanceForCreditLoss,monetaryItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossNotPreviouslyRecorded,monetaryItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossPurchasedWithCreditDeteriorationIncrease,monetaryItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossSecuritiesSold,monetaryItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossSellBeforeRecovery,monetaryItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossNotToSellBeforeRecoveryCreditLossPreviouslyRecordedExpenseReversal,monetaryItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossRecovery,monetaryItemType,false
DebtSecuritiesAvailableForSaleAllowanceForCreditLossPeriodIncreaseDecrease,monetaryItemType,false
DebtSecuritiesAvailableForSalePurchasedWithCreditDeteriorationAmountAtPurchasePrice,monetaryItemType,false
DebtSecuritiesAvailableForSalePurchasedWithCreditDeteriorationDiscountPremium,monetaryItemType,false
DebtSecuritiesAvailableForSalePurchasedWithCreditDeteriorationAmountAtParValue,monetaryItemType,false
DebtSecuritiesHeldtomaturityAllowanceForCreditLossLineItems,stringItemType,true
DebtSecuritiesHeldToMaturitySale,monetaryItemType,false
DebtSecuritiesAvailableforsaleAllowanceForCreditLossLineItems,stringItemType,true
DebtSecuritiesHeldtoMaturityNonaccrualTableTextBlock,textBlockItemType,false
DebtSecuritiesHeldToMaturityPurchasedWithCreditDeteriorationAllowanceForCreditLossAtAcquisitionDate,monetaryItemType,false
DebtSecuritiesAvailableForSalePurchasedWithCreditDeteriorationAllowanceForCreditLossAtAcquisitionDate,monetaryItemType,false
DebtSecuritiesHeldToMaturityOriginatedInFiscalYearBeforeLatestFiscalYear,monetaryItemType,false
DebtSecuritiesHeldToMaturityOriginatedTwoYearsBeforeLatestFiscalYear,monetaryItemType,false
DebtSecuritiesHeldToMaturityOriginatedThreeYearsBeforeLatestFiscalYear,monetaryItemType,false
DebtSecuritiesHeldToMaturityOriginatedFourYearsBeforeLatestFiscalYear,monetaryItemType,false
DebtSecuritiesHeldToMaturityOriginatedFiveOrMoreYearsBeforeLatestFiscalYear,monetaryItemType,false
DebtSecuritiesHeldtomaturityAllowanceForCreditLossAbstract,stringItemType,true
DebtSecuritiesAvailableforsaleAllowanceForCreditLossAbstract,stringItemType,true
DebtSecuritiesAvailableforsaleAmortizedCostAbstract,stringItemType,true
UsTreasuryUstInterestRateMember,domainItemType,true
FinancingReceivableUnamortizedLoanCommitmentOriginationFeeAndPremiumDiscount,monetaryItemType,false
ProceedsDebtSecuritiesAvailableForSalePreviouslyWrittenOffRecovery,monetaryItemType,false
ProceedsDebtSecuritiesHeldToMaturityPreviouslyWrittenOffRecovery,monetaryItemType,false
DebtSecuritiesHeldToMaturity90DaysOrMorePastDueStillAccruing,monetaryItemType,false
AociGainLossDebtSecuritiesAvailableForSaleWithAllowanceForCreditLossParentMember,domainItemType,true
AociGainLossDebtSecuritiesAvailableForSaleWithAllowanceForCreditLossIncludingNoncontrollingInterestMember,domainItemType,true
AociGainLossDebtSecuritiesAvailableForSaleWithAllowanceForCreditLossNoncontrollingInterestMember,domainItemType,true
AociGainLossDebtSecuritiesAvailableForSaleWithoutAllowanceForCreditLossParentMember,domainItemType,true
AociGainLossDebtSecuritiesAvailableForSaleWithoutAllowanceForCreditLossIncludingNoncontrollingInterestMember,domainItemType,true
AociGainLossDebtSecuritiesAvailableForSaleWithoutAllowanceForCreditLossNoncontrollingInterestMember,domainItemType,true
DebtSecuritiesAvailableForSaleAllowanceForCreditLossWriteoff,monetaryItemType,false
DebtSecuritiesHeldToMaturityAllowanceForCreditLossWriteoff,monetaryItemType,false
DebtSecuritiesHeldToMaturityThresholdPeriodPastDueWriteoff,durationItemType,false
DebtSecuritiesAvailableforsalePurchasedWithCreditDeteriorationAmountAtPurchasePriceAbstract,stringItemType,true
DebtSecuritiesHeldtomaturityPurchasedWithCreditDeteriorationAmountAtPurchasePriceAbstract,stringItemType,true
DebtSecuritiesHeldToMaturityAccountingPolicyElectionAccruedInterestWriteoffMethodFixedList,accruedInterestWriteOffMethodItemType,false
